interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
6492,EP3 receptor,,PTGER3,P43115,ENSG00000050628,,,,,,,Human,DG-041,,,,,Antagonist,Antagonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,19486006
6493,EP3 receptor,,PTGER3,P43115,ENSG00000050628,,,,,,,Human,DG-041,,,,,Antagonist,Antagonist,EP3-II isoform,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,18632791
6494,EP3 receptor,,PTGER3,P43115,ENSG00000050628,,,,,,,Human,"L-798,106",,,,,Antagonist,Antagonist,EP3-III isoform,Selective,f,f,,pKi,,,,Ki,,,,=,,,,11504634|18632791|19486006
6495,EP3 receptor,,PTGER3,P43115,ENSG00000050628,,,,,,,Human,L-826266,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKB,,,,KB,,,,=,,,,18287210
6496,EP3 receptor,,PTGER3,P43115,ENSG00000050628,,,,,,,Human,L-826266,,,,,Antagonist,Antagonist,EP3-III isoform (pKi=8.04 in the presence of HSA),Selective,f,f,,pKi,,,,Ki,,,,=,,,,11504634
6497,EP3 receptor,,PTGER3,P43115,ENSG00000050628,,,,,,,Human,L-826266,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,18287210|20973775
6498,EP3 receptor,,Ptger3,P30557,ENSMUSG00000040016,,,,,,,Mouse,ONO-8711,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,10840160
6499,EP3 receptor,,Ptger3,P30557,ENSMUSG00000040016,,,,,,,Mouse,ONO-8713,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKi,,,,Ki,,,,>,,,,10840160
6500,EP3 receptor,,Ptger3,P30557,ENSMUSG00000040016,,,,,,,Mouse,ONO-AE2-227,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,11782353
6501,EP3 receptor,,Ptger3,P30557,ENSMUSG00000040016,,,,,,,Mouse,ONO-AE2-227,,,,,Antagonist,Antagonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,11782353
6502,EP3 receptor,,Ptger3,P30557,ENSMUSG00000040016,,,,,,,Mouse,ONO-AE3-208,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,11927615
6503,EP3 receptor,,Ptger3,P30557,ENSMUSG00000040016,,,,,,,Mouse,ONO-AE3-240,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,12538661
6504,EP3 receptor,,Ptger3,P30557,ENSMUSG00000040016,,,,,,,Mouse,ONO-AE3-240,,,,,Antagonist,Antagonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,12538661
6505,EP3 receptor,,Ptger3,P30557,ENSMUSG00000040016,,,,,,,Mouse,ONO-AE5-599,,,,,Antagonist,Antagonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,17512019
6506,EP3 receptor,,PTGER3,P43115,ENSG00000050628,,,,,,,Human,SC-51322,,,,,Antagonist,Antagonist,EP3-III isoform,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,10634944
6507,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,11-deoxy-PGE1,,,,,Agonist,Agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,19584306
6508,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,17-phenyl-ω-trinor-PGE2,,,,,Agonist,Agonist,,Not Determined,f,f,,-,,,,-,,,,=,,,,27664754
6509,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,beraprost,,,,,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,17545310
6510,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,CP734432,,,,,Agonist,Agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,19445930
6511,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,L902688,,,,,Agonist,Agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,
6512,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,L902688,,,,,Agonist,Agonist,,Selective,f,f,,pEC50,,,,EC50,,,,=,,,,19584306|18516068
6513,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,MRE-269,,,,,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,17545310
6514,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,ONO-AE1-437,,,,,Agonist,Agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,12954235
6515,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,TCS 2510,,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,
6516,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,treprostinil,,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,22480736
6517,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,treprostinil,,,,,Agonist,Agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,22480736
6518,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,11-deoxy-PGE1,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
6519,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,11-deoxy-PGE1,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10952683
6520,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,11-deoxy-PGE2,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9537820
6521,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,"13,14-dihydro-PGE1",,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10952683
6522,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,"16,16-dimethyl-PGE2",,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
6523,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,19(R)-OH-PGE2,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9537820
6524,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,1-OH-PGE1,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
6525,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,butaprost (free acid form),,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9537820
6526,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,butaprost (free acid form),,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944
6527,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,carbacyclin,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
6528,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,carbacyclin,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944
6529,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,cicaprost,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944
6530,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,CP734432,,,,,Agonist,Full agonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,19445930
6531,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,enprostil,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10952683
6532,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,iloprost,,,,,Agonist,Full agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,22480736
6533,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,iloprost,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
6534,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,iloprost,,,,,Agonist,Full agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,10634944|10952683|22480736
6535,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,MB-28767,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944|10462542
6536,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,MB-28767,,,,,Agonist,Full agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,9313928
6537,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,MB-28767,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9537820
6538,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,MB-28767,,,,,Agonist,Full agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,19584306
6539,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,misoprostol (free acid form),,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944
6540,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,misoprostol (methyl ester),,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944
6541,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,ONO-AE1-329,,,,,Agonist,Full agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,10746663
6542,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,ONO-AE1-329,,,,,Agonist,Full agonist,,Selective,f,f,,pEC50,,,,EC50,,,,=,,,,21323896|18516068
6543,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,PGD2,,,,,Agonist,Full agonist,,Not Determined,t,,,pKi,,,,Ki,,,,=,,,,10462542|10952683
6544,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,PGD2,,,,,Agonist,Full agonist,,Not Determined,t,,,pEC50,,,,EC50,,,,=,,,,19584306
6545,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,PGD2,,,,,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,9537820
6546,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,PGE1,,,,,Agonist,Full agonist,,Not Determined,t,,,pEC50,,,,EC50,,,,=,,,,19584306
6547,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,PGE1,,,,,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,9313928
6548,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,PGE1,,,,,Agonist,Full agonist,,Not Determined,t,f,,pKi,,,,Ki,,,,=,,,,10952683
6549,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,PGE1,,,,,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,9537820
6550,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,PGE2,,,,,Agonist,Full agonist,,Not Determined,t,f,,pKi,,,,Ki,,,,=,,,,16604093|10634944|10462542|10952683|17495127
6551,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,PGE2,,,,,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,9537820
6552,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,PGE2,,,,,Agonist,Full agonist,,Not Determined,t,,,pKd,,,,Kd,,,,=,,,,9313928
6553,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,PGE2,,,,,Agonist,Full agonist,,Not Determined,t,,,pEC50,,,,EC50,,,,=,,,,19584306
6554,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,PGE2,,,,,Agonist,Full agonist,,Not Determined,t,,,pKi,,,,Ki,,,,=,,,,9313928|10746663
6555,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,PGF2α,,,,,Agonist,Full agonist,,Not Determined,t,,,pKi,,,,Ki,,,,=,,,,10634944|10462542|10952683
6556,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,PGF2α,,,,,Agonist,Full agonist,,Not Determined,t,,,pEC50,,,,EC50,,,,=,,,,19584306
6557,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,PGF2α,,,,,Agonist,Full agonist,,Not Determined,t,,,pKi,,,,-,,,,=,,,,9537820
6558,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,PGI2,,,,,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,10952683
6559,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,rivenprost,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,11917107
6560,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,[3H]PGE2,,,,,Agonist,Full agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,16604093|10634944|10952683|22480736
6561,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,[3H]PGE2,,,,,Agonist,Full agonist,,,f,,,pKd,,,,,,,,,,,,9537820
6562,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,U46619,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9537820
6563,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,U46619,,,,,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944
6564,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,THG213.29,,,,,Allosteric modulator,Negative,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,23152113
6565,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,AH23848,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10634944
6566,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,AH23848,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9537820
6567,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,AH23848,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,10634944|10952683
6568,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,AH23848 (racemic),,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,9537820
6569,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,BGC201531,,,,,Antagonist,Antagonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,19154437
6570,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,CJ-042794,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,18031725
6571,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,CR6086,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,29490676
6572,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,CR6086,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,29490676
6573,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,CR6086,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,29490676
6574,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,CR6086,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,29490676
6575,EP4 receptor,,Ptger4,P43114,ENSRNOG00000013240,,,,,,,Rat,EP4A,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11408598
6576,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,EP4A,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,11408598
6577,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,ER819762,,,,,Antagonist,Antagonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,20423341
6578,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,ER819762,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,20163116
6579,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,evatanepag,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,18155068
6580,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,grapiprant,,,,,Antagonist,Antagonist,,Selective,f,t,,pKi,,,,Ki,,,,=,,,,17495127
6581,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,GW 627368,,,,,Antagonist,Antagonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,16604093|15655509
6582,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,MF 498,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,18287210
6583,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,MK-2894,,,,,Antagonist,Antagonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,10634944|20163116|18287210
6584,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,ONO-AE2-227,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,11782353
6585,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,ONO-AE3-208,,,,,Antagonist,Antagonist,,Selective,f,,,pKi,,,,-,,,,=,,,,
6586,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,ONO-AE3-208,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11927615
6587,EP4 receptor,,Ptger4,P32240,ENSMUSG00000039942,,,,,,,Mouse,ONO-AE3-240,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,12538661
6588,EP4 receptor,,PTGER4,P35408,ENSG00000171522,,,,,,,Human,TG6-129,,,,,Antagonist,Antagonist,,Not Determined,f,f,,pKB,,,,KB,,,,=,,,,23914286
6589,Equilibrative nucleoside transporter 1,,SLC29A1,Q99808,ENSG00000112759,,,,,,,Human,dilazep,,,,,Inhibitor,Inhibition,,Non-selective,f,f,,pKi,,,,Ki,,,,=,,,,
6590,Equilibrative nucleoside transporter 1,,SLC29A1,Q99808,ENSG00000112759,,,,,,,Human,dipyridamole,,,,,Inhibitor,Inhibition,,Non-selective,f,t,,pKi,,,,Ki,,,,=,,,,14634039
6591,Equilibrative nucleoside transporter 1,,SLC29A1,Q99808,ENSG00000112759,,,,,,,Human,draflazine,,,,,Inhibitor,Inhibition,,Non-selective,f,f,,pKi,,,,Ki,,,,=,,,,10763851
6592,Equilibrative nucleoside transporter 1,,SLC29A1,Q99808,ENSG00000112759,,,,,,,Human,KF24345,,,,,Inhibitor,Inhibition,,Non-selective,f,,,pKi,,,,Ki,,,,,,,,14634039
6593,Equilibrative nucleoside transporter 1,,SLC29A1,Q99808,ENSG00000112759,,,,,,,Human,NBTGR ,,,,,Inhibitor,Inhibition,,Non-selective,f,,,pKi,,,,Ki,,,,,,,,
6594,Equilibrative nucleoside transporter 1,,SLC29A1,Q99808,ENSG00000112759,,,,,,,Human,nitrobenzylmercaptopurine ribonucleoside,,,,,Inhibitor,Inhibition,,Non-selective,f,f,,pKi,,,,Ki,,,,=,,,,
6595,Equilibrative nucleoside transporter 1,,SLC29A1,Q99808,ENSG00000112759,,,,,,,Human,ticagrelor,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,-,,,,=,,,,24414167
6596,Equilibrative nucleoside transporter 1,,SLC29A1,Q99808,ENSG00000112759,,,,,,,Human,[3H]nitrobenzylmercaptopurine ribonucleoside,,,,,None,None,,Non-selective,f,,,pKd,,,,Kd,,,,,,,,
6597,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,margetuximab,,,,,Antibody,Binding,,Selective,f,t,,-,,,,-,,,,=,,,,
6598,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,MM-111,,,,,Antibody,Binding,,Selective,f,t,,pKd,,,,Kd,,,,=,,,,22248472
6599,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,pertuzumab,,,,,Antibody,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,<,Preferred value for inhibition of  heregulin β1 binding to MCF7 cells.,,,
6600,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,trastuzumab,,,,,Antibody,Inhibition,,Not Determined,f,t,,-,,,,-,,,,=,,,,
6601,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,acalabrutinib,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,>,,,,26641137
6602,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,AEE788,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,15256466
6603,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,afatinib,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,18408761
6604,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,allitinib,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21789172
6605,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,BMS-599626,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,19821562
6606,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,BMS-690514,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,20166197
6607,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,canertinib,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of ErbB2 autophosphorylation,,,10753475
6608,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,compound 38 [PMID: 24915291],,,,,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,24915291
6609,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,CP-724714,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,18500794
6610,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,CUDC-101,,,,,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,20143778
6611,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,dacomitinib,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,22621397
6612,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,EGFR/ErbB-2/ErbB-4 inhibitor,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,16480284
6613,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,EGFR/ErbB-2 inhibitor,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,11378364
6614,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,falnidamol,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,15199094
6615,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,ibrutinib,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,26641137
6616,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,lapatinib,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pKd,,,,Kd,,,,=,,,,22037378
6617,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,lapatinib,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,12467226
6618,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,mubritinib,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,Measuring tyrosine phosphorylation of HER2 in human bladder cancer cell lineT24.,,,16771730
6619,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,neratinib,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pKd,,,,Kd,,,,=,,,,22037378
6620,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,neratinib,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,Inhibition of autophosphorylation of the cytoplasmic domain of the RTK in a cell free system.,,,15173008
6621,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,poziotinib,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,21306821
6622,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,sapitinib,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,24900741
6623,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,selatinib,,,,,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24121234
6624,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,tesevatinib,,,,,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,17575237
6625,erb-b2 receptor tyrosine kinase 2,,ERBB2,P04626,ENSG00000141736,,,,,,,Human,pyrotinib,,,,,Inhibitor,Irreversible inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,28115222
6626,erb-b2 receptor tyrosine kinase 3,,ERBB3,P21860,ENSG00000065361,,,,,,,Human,elgemtumab,,,,,Antibody,Binding,,Selective,f,t,,pKd,,,,Kd,,,,=,,,,
