ligand;target;endogenous;ligand_species;target_species;pubmed_id;action
compound 1 [PMID: 25408830];bromodomain and PHD finger containing 1;f;;Human;25408830;Binding
compound 2 [PMID: 25408830];bromodomain and PHD finger containing 1;f;;Human;25408830;Binding
compound 34 [PMID: 25974391];bromodomain and PHD finger containing 1;f;;Human;25974391;Binding
compound 3 [PMID: 25408830];bromodomain and PHD finger containing 1;f;;Human;25408830;Binding
NI-57;bromodomain and PHD finger containing 1;f;;Human;;Binding
OF-1;bromodomain and PHD finger containing 1;f;;Human;;Binding
PFI-4;bromodomain and PHD finger containing 1;f;;Human;;Binding
NI-57;bromodomain and PHD finger containing 3;f;;Human;;Binding
OF-1;bromodomain and PHD finger containing 3;f;;Human;;Binding
NI-57;bromodomain containing 1;f;;Human;;Binding
BAY-299;bromodomain containing 1;f;;Human;;Inhibition
RVX 208;bromodomain containing 2;f;;Human;24391744;Antagonist
ARV-771;bromodomain containing 2;f;;Human;27274052;Inhibition
BIC1;bromodomain containing 2;f;;Human;21513886;Inhibition
compound 36 [PMID: 24000170];bromodomain containing 2;f;;Human;24000170;Inhibition
compound 38 [PMID: 24000170];bromodomain containing 2;f;;Human;24000170;Inhibition
compound 4d [PMID: 21851057];bromodomain containing 2;f;;Human;21851057;Inhibition
ET bromodomain inhibitor;bromodomain containing 2;f;;Human;25323695;Inhibition
GW841819X;bromodomain containing 2;f;;Human;21568322;Inhibition
I-BET151;bromodomain containing 2;f;;Human;21964340;Inhibition
LY 294002;bromodomain containing 2;f;;Human;24533473;Inhibition
ME bromodomain inhibitor;bromodomain containing 2;f;;Human;25323695;Inhibition
molibresib;bromodomain containing 2;f;;Human;21568322;Inhibition
XD14;bromodomain containing 2;f;;Human;24272870;Inhibition
RVX 208;bromodomain containing 3;f;;Human;24391744;Antagonist
ARV-771;bromodomain containing 3;f;;Human;27274052;Inhibition
compound 36 [PMID: 24000170];bromodomain containing 3;f;;Human;24000170;Inhibition
compound 38 [PMID: 24000170];bromodomain containing 3;f;;Human;24000170;Inhibition
GW841819X;bromodomain containing 3;f;;Human;21568322;Inhibition
I-BET151;bromodomain containing 3;f;;Human;21964340;Inhibition
LY 294002;bromodomain containing 3;f;;Human;24533473;Inhibition
molibresib;bromodomain containing 3;f;;Human;21568322;Inhibition
MS363;bromodomain containing 3;f;;Human;24144283;Inhibition
RVX 208;bromodomain containing 3;f;;Human;24248379;Inhibition
RVX 208;bromodomain containing 3;f;;Human;24248379;Inhibition
XD14;bromodomain containing 3;f;;Human;24272870;Inhibition
RVX 208;bromodomain containing 4;f;;Human;24391744;Antagonist
MZ1;bromodomain containing 4;f;;Human;28595007;Binding
ARV-771;bromodomain containing 4;f;;Human;27274052;Inhibition
BI-2536;bromodomain containing 4;f;;Human;24584101;Inhibition
BzT-7;bromodomain containing 4;f;;Human;22137933;Inhibition
colchicine;bromodomain containing 4;f;;Human;24272870;Inhibition
compound 11h [PMID: 29808961];bromodomain containing 4;f;;Human;29808961;Inhibition
compound 15 [Hay et al., 2013];bromodomain containing 4;f;;Human;;Inhibition
compound 1 [PMID: 25408830];bromodomain containing 4;f;;Human;25408830;Inhibition
compound 2 [PMID: 25408830];bromodomain containing 4;f;;Human;25408830;Inhibition
compound 36 [PMID: 24000170];bromodomain containing 4;f;;Human;24000170;Inhibition
compound 38 [PMID: 24000170];bromodomain containing 4;f;;Human;24000170;Inhibition
compound 3 [PMID: 25408830];bromodomain containing 4;f;;Human;25408830;Inhibition
compound 4d [PMID: 21851057];bromodomain containing 4;f;;Human;21851057;Inhibition
compound 6 [PMID: 30125504];bromodomain containing 4;f;;Human;30125504;Inhibition
compound 7d [PMID: 25703523];bromodomain containing 4;f;;Human;25703523;Inhibition
compound 9 [PMID: 23517011];bromodomain containing 4;f;;Human;23517011;Inhibition
CPI-0610;bromodomain containing 4;f;;Human;26815195;Inhibition
CPI-203;bromodomain containing 4;f;;Human;22509028;Inhibition
dBET6;bromodomain containing 4;f;;Human;28673542;Inhibition
dual BRD4/PLK1 inhibitor 23;bromodomain containing 4;f;;Human;30125504;Inhibition
fedratinib;bromodomain containing 4;f;;Human;24584101;Inhibition
GW841819X;bromodomain containing 4;f;;Human;21568322;Inhibition
I-BET151;bromodomain containing 4;f;;Human;21964340;Inhibition
isoxazole azepine compound 3;bromodomain containing 4;f;;Human;24900758;Inhibition
(+)-JQ1;bromodomain containing 4;f;;Human;20871596;Inhibition
LY 294002;bromodomain containing 4;f;;Human;24533473;Inhibition
mivebresib;bromodomain containing 4;f;;Human;;Inhibition
molibresib;bromodomain containing 4;f;;Human;21568322;Inhibition
molibresib;bromodomain containing 4;f;;Human;21568322;Inhibition
MS417;bromodomain containing 4;f;;Human;22645123;Inhibition
MS436;bromodomain containing 4;f;;Human;24144283;Inhibition
NHWD-870;bromodomain containing 4;f;;Human;32286255;Inhibition
N-methyl-2-pyrrolidone;bromodomain containing 4;f;;Human;24813887;Inhibition
PFI-1;bromodomain containing 4;f;;Human;23095041;Inhibition
XD1;bromodomain containing 4;f;;Human;24272870;Inhibition
XD14;bromodomain containing 4;f;;Human;24272870;Inhibition
BI-9564;bromodomain containing 7;f;;Human;;Inhibition
LP99;bromodomain containing 7;f;;Human;25864491;Inhibition
TP-472;bromodomain containing 7;f;;Human;;Inhibition
I-BRD9;bromodomain containing 9;f;;Human;25856009;Binding
BI-7273;bromodomain containing 9;f;;Human;26914985;Inhibition
BI-9564;bromodomain containing 9;f;;Human;;Inhibition
compound 50 [PMID: 24313754];bromodomain containing 9;f;;Human;24313754;Inhibition
LP99;bromodomain containing 9;f;;Human;25864491;Inhibition
TP-472;bromodomain containing 9;f;;Human;;Inhibition
dBRD9;bromodomain containing 9;f;;Human;28418626;Binding
dBRD9-A;bromodomain containing 9;f;;Human;30431433;Binding
MS363;bromodomain PHD finger transcription factor;f;;Human;24144283;Inhibition
(+)-JQ1;bromodomain testis associated;f;;Mouse;22901802;Inhibition
(+)-JQ1;bromodomain testis associated;f;;Human;22901802;Inhibition
XD14;bromodomain testis associated;f;;Human;24272870;Inhibition
CCT244747;BR serine/threonine kinase 1;f;;Human;23082860;Inhibition
CCT244747;BR serine/threonine kinase 2;f;;Human;23082860;Inhibition
SU6656;BR serine/threonine kinase 2;f;;Human;17850214;Inhibition
abivertinib;Bruton tyrosine kinase;f;;Human;27573423;Inhibition
acalabrutinib;Bruton tyrosine kinase;f;;Human;26641137;Inhibition
acalabrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
BIIB068;Bruton tyrosine kinase;f;;Human;32696648;Inhibition
BIIB068;Bruton tyrosine kinase;f;;Human;32696648;Inhibition
BIIB091;Bruton tyrosine kinase;f;;Human;;Inhibition
BMS-986142;Bruton tyrosine kinase;f;;Human;27583770;Inhibition
branebrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
BTK inhibitor 16 [PMID: 30122225];Bruton tyrosine kinase;f;;Human;30122225;Inhibition
BTK inhibitor 4b;Bruton tyrosine kinase;f;;Human;30216722;Inhibition
CGI1746;Bruton tyrosine kinase;f;;Human;21113169;Inhibition
CGI560;Bruton tyrosine kinase;f;;Human;22394077;Inhibition
CNX-774;Bruton tyrosine kinase;f;;Human;22621397;Inhibition
compound 25 [PMID: 31260299];Bruton tyrosine kinase;f;;Human;31260299;Inhibition
compound 2c [PMID: 24900538];Bruton tyrosine kinase;f;;Human;24900538;Inhibition
compound 31 [PMID: 24915291];Bruton tyrosine kinase;f;;Human;24915291;Inhibition
compound 36 [PMID: 21958547];Bruton tyrosine kinase;f;;Human;21958547;Inhibition
compound 38 [PMID: 24915291];Bruton tyrosine kinase;f;;Human;24915291;Inhibition
compound 9 [PMID: 26006010];Bruton tyrosine kinase;f;;Human;26006010;Inhibition
DD-03-171;Bruton tyrosine kinase;f;;Human;30545835;Inhibition
elsubrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
evobrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
example 3 [WO2016196840A1];Bruton tyrosine kinase;f;;Human;;Inhibition
fenebrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
GDC-0834;Bruton tyrosine kinase;f;;Human;25701252;Inhibition
ibrutinib;Bruton tyrosine kinase;f;;Human;17154430;Inhibition
ibrutinib;Bruton tyrosine kinase;f;;Human;26641137;Inhibition
ICP-022;Bruton tyrosine kinase;f;;Human;;Inhibition
LFM-A13;Bruton tyrosine kinase;f;;Human;10092645;Inhibition
poseltinib;Bruton tyrosine kinase;f;;Human;;Inhibition
PRN694;Bruton tyrosine kinase;f;;Human;25593320;Inhibition
remibrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
rilzabrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
RN486;Bruton tyrosine kinase;f;;Human;22228807;Inhibition
spebrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
tirabrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
vecabrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
WZ4002;Bruton tyrosine kinase;f;;Human;20033049;Inhibition
zanubrutinib;Bruton tyrosine kinase;f;;Human;;Inhibition
CHMFL-BTK-11;Bruton tyrosine kinase;f;;Human;28352114;Irreversible inhibition
ZYBT1;Bruton tyrosine kinase;f;;Human;32790160;Irreversible inhibition
ZYBT1;Bruton tyrosine kinase;f;;Human;32790160;Irreversible inhibition
bradykinin;B1 receptor;t;Human|Mouse|Rat;Rat;10422787;Full agonist
bradykinin;B1 receptor;t;Human|Mouse|Rat;Mouse;8856107;Full agonist
bradykinin;B1 receptor;t;Human|Mouse|Rat;Human;9111052;Full agonist
[des-Arg10]kallidin;B1 receptor;t;Human;Rat;10422787;Full agonist
[des-Arg10]kallidin;B1 receptor;t;Human;Mouse;8856107;Full agonist
[des-Arg10]kallidin;B1 receptor;t;Human;Human;9111052|10422787|9313952|8735629;Full agonist
[des-Arg11]T-kinin;B1 receptor;f;;Rat;10422787;Full agonist
[des-Arg11]T-kinin;B1 receptor;f;;Human;10422787;Full agonist
[des-Arg9]bradykinin;B1 receptor;t;Human|Mouse|Rat;Human;10422787|9313952;Full agonist
[des-Arg9]bradykinin;B1 receptor;t;Human|Mouse|Rat;Mouse;8856107;Full agonist
[des-Phe9,des-Arg10]kallidin;B1 receptor;f;;Human;9111052;Full agonist
[des-Pro8,des-Phe9,des-Arg10]kallidin;B1 receptor;f;;Human;9111052;Full agonist
kallidin;B1 receptor;f;Human;Mouse;8856107|8302267;Full agonist
kallidin;B1 receptor;t;Human;Human;9111052|10422787|9313952;Full agonist
kallidin;B1 receptor;f;Human;Rat;10422787;Full agonist
Lys-kallidin;B1 receptor;f;;Human;9111052;Full agonist
Met-Lys-bradykinin;B1 receptor;f;;Human;8063797;Full agonist
NG29;B1 receptor;f;;Human;26565554;Full agonist
[Sar,D-Phe8,des-Arg9]bradykinin;B1 receptor;f;;Rat;10422787;Full agonist
[Sar,D-Phe8,des-Arg9]bradykinin;B1 receptor;f;;Human;10422787;Full agonist
D-Lys0-[des-Arg10]kallidin;B1 receptor;f;;Human;9111052;Full agonist
[D-Lys1,des-Arg10]kallidin;B1 receptor;f;;Human;9111052;Full agonist
[3H]Lys-[des-Arg9]BK;B1 receptor;f;;Human;;Full agonist
T-kinin;B1 receptor;t;Human|Rat;Rat;10422787;Full agonist
T-kinin;B1 receptor;t;Human|Rat;Human;10422787;Full agonist
[Leu8,des-Arg9]bradykinin;B1 receptor;f;;Mouse;9276157;Partial agonist
Ac-Lys-[MeAla6,Leu8,des-Arg9]bradykinin;B1 receptor;f;;Human;9276157;Antagonist
B-10356;B1 receptor;f;;Human;16368899;Antagonist
B-9430;B1 receptor;f;;Human;9276157|8856115;Antagonist
B-9430;B1 receptor;f;;Mouse;9276157;Antagonist
B-9858;B1 receptor;f;;Human;10422787|9276157|8995263;Antagonist
B-9858;B1 receptor;f;;Rat;10422787;Antagonist
B-9858;B1 receptor;f;;Mouse;9276157;Antagonist
B-9958;B1 receptor;f;;Human;16368899|9650825;Antagonist
chroman 28;B1 receptor;f;;Human;17243660;Antagonist
chroman 28;B1 receptor;f;;Rat;17243660;Antagonist
compound 11 [PMID: 12812482];B1 receptor;f;;Human;12812482;Antagonist
compound 11 [PMID: 12812482];B1 receptor;f;;Rat;12812482;Antagonist
compound 12 [PMID: 12723943];B1 receptor;f;;Rat;12723943;Antagonist
compound 12 [PMID: 12723943];B1 receptor;f;;Human;12723943;Antagonist
[des-Arg10]icatibant;B1 receptor;f;;Human;10422787|9313952;Antagonist
[des-Arg10]icatibant;B1 receptor;f;;Rat;10422787;Antagonist
[des-Arg10]icatibant;B1 receptor;f;;Mouse;8856107;Antagonist
icatibant;B1 receptor;f;;Rat;10422787;Antagonist
icatibant;B1 receptor;f;;Human;10422787|9313952;Antagonist
JMV1431;B1 receptor;f;;Human;10882364;Antagonist
[Leu8,des-Arg9]bradykinin;B1 receptor;f;;Mouse;8856107;Antagonist
[Leu8,des-Arg9]bradykinin;B1 receptor;f;;Human;9111052|8063797|10422787|9313952|9203620;Antagonist
[Leu8,des-Arg9]bradykinin;B1 receptor;f;;Rat;10422787;Antagonist
[Leu9,des-Arg10]kallidin;B1 receptor;f;;Human;9111052|9313952;Antagonist
[Leu9,des-Arg10]kallidin;B1 receptor;f;;Mouse;8856107;Antagonist
[Leu9,des-Arg10]kallidin;B1 receptor;f;;Human;8063797;Antagonist
NPC 17731;B1 receptor;f;;Human;8995263;Antagonist
NPC 18565;B1 receptor;f;;Human;8995263;Antagonist
NVP-SAA164;B1 receptor;f;;Human;15685199|15341478;Antagonist
PS020990;B1 receptor;f;;Human;10596850;Antagonist
R-715;B1 receptor;f;;Human;8901831;Antagonist
R-715;B1 receptor;f;;Mouse;9276157;Antagonist
R-715;B1 receptor;f;;Human;9276157;Antagonist
R-954;B1 receptor;f;;Human;24361511;Antagonist
SSR240612;B1 receptor;f;;Human;14747609;Antagonist
[3H]Lys-[Leu8][des-Arg9]BK;B1 receptor;f;;Human;;Antagonist
[125I]Hpp-desArg10HOE140;B1 receptor;f;;Human;;None
NG291;B2 receptor;f;;Human;23362191;Agonist
bradykinin;B2 receptor;t;Human|Mouse|Rat;Mouse;8302267;Full agonist
bradykinin;B2 receptor;t;Human|Mouse|Rat;Human;8302267|9203620;Full agonist
[des-Arg9]bradykinin;B2 receptor;t;Human|Mouse|Rat;Human;8302267;Full agonist
[des-Arg9]bradykinin;B2 receptor;t;Human|Mouse|Rat;Mouse;8302267;Full agonist
FR190997;B2 receptor;f;;Human;9224807;Full agonist
FR191413;B2 receptor;f;;Human;15139763;Full agonist
[Hyp3,Tyr(Me)8]BK;B2 receptor;f;;Human;;Full agonist
JMV1116;B2 receptor;f;;Rat;10514288;Full agonist
JMV1116;B2 receptor;f;;Human;10514288;Full agonist
kallidin;B2 receptor;t;Human;Human;8302267;Full agonist
kallidin;B2 receptor;f;Human;Mouse;8302267;Full agonist
labradimil;B2 receptor;f;;Rat;10514288|7965719;Full agonist
labradimil;B2 receptor;f;;Human;23362191;Full agonist
Met-Lys-bradykinin;B2 receptor;f;;Mouse;8302267;Full agonist
Met-Lys-bradykinin;B2 receptor;f;;Human;8302267;Full agonist
[Phe8,ψ(CH2-NH)Arg9]BK;B2 receptor;f;;Human;;Full agonist
[125I][Tyr8]bradykinin;B2 receptor;f;;Human;;Full agonist
[3H]BK (human, mouse, rat);B2 receptor;f;;Mouse;9333122;Full agonist
[Tyr8]bradykinin;B2 receptor;f;;Human;8302267;Full agonist
[Tyr8]bradykinin;B2 receptor;f;;Mouse;8302267;Full agonist
[des-Arg10]kallidin;B2 receptor;f;Human;Mouse;8302267;Partial agonist
anatibant;B2 receptor;f;;Human;10596852;Antagonist
anatibant;B2 receptor;f;;Rat;10596852;Antagonist
B-9430;B2 receptor;f;;Mouse;9276157;Antagonist
B-9430;B2 receptor;f;;Human;9276157|8856115;Antagonist
bradyzide;B2 receptor;f;;Rat;10694205;Antagonist
bradyzide;B2 receptor;f;;Human;10694205;Antagonist
compound 3 [PMID: 32636746];B2 receptor;f;;Human;32636746;Antagonist
FR167344;B2 receptor;f;;Human;9203620;Antagonist
FR173657;B2 receptor;f;;Human;9095082;Antagonist
FR173657;B2 receptor;f;;Human;9203620;Antagonist
icatibant;B2 receptor;f;;Human;10514288;Antagonist
icatibant;B2 receptor;f;;Mouse;8302267;Antagonist
icatibant;B2 receptor;f;;Human;8735629;Antagonist
icatibant;B2 receptor;f;;Rat;10694205;Antagonist
icatibant;B2 receptor;f;;Human;8302267|9203620;Antagonist
JMV1431;B2 receptor;f;;Human;10882364;Antagonist
NPC 17731;B2 receptor;f;;Human;8995263;Antagonist
NPC 18565;B2 receptor;f;;Human;8995263;Antagonist
NPC-349;B2 receptor;f;;Mouse;8302267;Antagonist
NPC-349;B2 receptor;f;;Human;8302267;Antagonist
NPC-567;B2 receptor;f;;Human;8302267;Antagonist
NPC-567;B2 receptor;f;;Mouse;8302267;Antagonist
[125I]-HPP-icatibant;B2 receptor;f;;Rat;11934804;Antagonist
[3H]NPC17731;B2 receptor;f;;Human;11379050|9651119;Antagonist
[Thi5,8,D-Phe7]bradykinin;B2 receptor;f;;Mouse;8302267;Antagonist
[Thi5,8,D-Phe7]bradykinin;B2 receptor;f;;Human;8302267;Antagonist
WIN 64338;B2 receptor;f;;Human;8197121|8394936;Antagonist
benzatropine;B0AT1;f;;Human;28176326;Inhibition
cinromide;B0AT1;f;;Human;30589598;Inhibition
inhibitor CB3;B0AT1;f;;Human;32180718;Inhibition
inhibitor E18;B0AT1;f;;Human;32180718;Inhibition
inhibitor E4;B0AT1;f;;Human;32180718;Inhibition
nimesulide;B0AT1;f;;Rat;24704252;Inhibition
loratadine;B0AT2;f;;Human;25318072;Inhibition
BAY-320;BUB1 mitotic checkpoint serine/threonine kinase;f;;Human;26885717;Inhibition
BAY-524;BUB1 mitotic checkpoint serine/threonine kinase;f;;Human;26885717;Inhibition
compound 2-1-1 [PMID: 24900824];BUB1 mitotic checkpoint serine/threonine kinase;f;;Human;24900824;Inhibition
compound 2-13-1 [PMID: 24900824];BUB1 mitotic checkpoint serine/threonine kinase;f;;Human;24900824;Inhibition
compound 2-3-1 [PMID: 24900824];BUB1 mitotic checkpoint serine/threonine kinase;f;;Human;24900824;Inhibition
compound 2-3-2 [PMID: 24900824];BUB1 mitotic checkpoint serine/threonine kinase;f;;Human;24900824;Inhibition
POM2-C-HMBP;butyrophilin subfamily 3 member A1;f;;Human;27271567;Binding
bambuterol;butyrylcholinesterase;f;;Human;12675140;Inhibition
physostigmine;butyrylcholinesterase;f;;Human;16570913;Inhibition
pyridostigmine;butyrylcholinesterase;f;;Human;20627738;Inhibition
rivastigmine;butyrylcholinesterase;f;;Human;16570913;Inhibition
tacrine;butyrylcholinesterase;f;;Human;18479118;Inhibition
albutensin A;C3a receptor;f;;Human;26297549;Agonist
C3a;C3a receptor;t;Human;Human;9476119;Agonist
C3a receptor agonist;C3a receptor;f;;Human;17459702;Agonist
casoxin C;C3a receptor;f;;Human;9145417|26297549;Agonist
compound 17 [PMID: 24257095];C3a receptor;f;;Human;24257095;Agonist
Eu-DTPA-hC3a;C3a receptor;f;;Human;28562031;Agonist
oryzatensin;C3a receptor;f;;Human;7804141|11179594|26297549;Agonist
Ac-RHYPLWR;C3a receptor;f;;Human;25446428;Full agonist
C3a;C3a receptor;t;Human;Human;20527893;Full agonist
compound 21 [PMID: 25259874];C3a receptor;f;;Human;25259874;Full agonist
E7;C3a receptor;f;;Human;9476119;Full agonist
FLPLAR;C3a receptor;f;;Human;20527893;Full agonist
[125I]C3a (human);C3a receptor;f;;Human;10092660;Full agonist
WWGKKYRASKLGLAR;C3a receptor;f;;Human;20527893;Full agonist
WWGKKYRASKLGLAR;C3a receptor;f;;Human;20527893;Full agonist
YSFKPMPLaR;C3a receptor;f;;Human;20527893;Full agonist
SQ007-5;C3a receptor;f;;Human;22500977;Partial agonist
compound 4 [PMID: 25259874];C3a receptor;f;;Human;25259874;Antagonist
FLTChaAR;C3a receptor;f;;Human;20527893;Antagonist
JR14a;C3a receptor;f;;Human;31910011;Antagonist
SB290157;C3a receptor;f;;Human;11342658;Antagonist
lactomedin 1;C5a1 receptor;f;;Human;26297549;Agonist
YSFKPMPLaR;C5a1 receptor;f;;Human;11403208;Agonist
C5a;C5a1 receptor;t;Human;Human;15661745|10602324;Full agonist
C5a;C5a1 receptor;f;Human;Human;10602324|9881961;Full agonist
N-methyl-Phe-Lys-Pro-D-Cha-Cha-D-Arg-CO2H;C5a1 receptor;f;;Human;1732540|7930622;Full agonist
ribosomal protein S19;C5a1 receptor;t;Human;Human;11107061;Full agonist
[125I]C5a (human);C5a1 receptor;f;;Human;4020139;Full agonist
YSFKPMPLaR;C5a1 receptor;f;;Human;9083476;Full agonist
NDT9513727;C5a1 receptor;f;;Human;18753409;Inverse agonist
C5a des-Arg;C5a1 receptor;t;Human;Human;15661745|11773063;Partial agonist
A8Δ71-73;C5a1 receptor;f;;Mouse;14570896;Antagonist
AcPhe-Orn-Pro-D-Cha-Trp-Arg;C5a1 receptor;f;;Human;9719594;Antagonist
avacopan;C5a1 receptor;f;;Human;27768695;Antagonist
C089;C5a1 receptor;f;;Human;7930622;Antagonist
CHIPS;C5a1 receptor;f;;Human;15153520;Antagonist
DF2593A;C5a1 receptor;f;;Human;25385614;Antagonist
N-methyl-Phe-Lys-Pro-D-Cha-Trp-D-Arg-CO2H;C5a1 receptor;f;;Human;7930622;Antagonist
JPE1375;C5a1 receptor;f;;Human;16876401;Antagonist
L-156,602;C5a1 receptor;f;;Human;7768675;Antagonist
NDT9520492;C5a1 receptor;f;;Human;16230349;Antagonist
PMX205;C5a1 receptor;f;;Human;15044616;Antagonist
PMX53;C5a1 receptor;f;;Human;11403208|15044616;Antagonist
RPR121154;C5a1 receptor;f;;Human;;Antagonist
W54011;C5a1 receptor;f;;Human;12384495;Antagonist
C5a des-Arg;C5a2 receptor;t;Human;Human;11773063|12899627;Agonist
C5a hexapeptide analogue;C5a2 receptor;f;;Human;12899627;Agonist
P32 [PMID: 27108698];C5a2 receptor;f;;Human;27108698;Biased agonist
P59 [PMID: 27108698];C5a2 receptor;f;;Human;27108698;Biased agonist
C5a;C5a2 receptor;t;Human;Human;11773063|12899627;Full agonist
C5a;C5a2 receptor;t;Human;Human;;Full agonist
C5a des-Arg;C5a2 receptor;t;Human;Human;;Full agonist
[125I]C5a (human);C5a2 receptor;f;;Human;;Full agonist
A8Δ71-73;C5a2 receptor;f;;Mouse;14570896;Antagonist
CHIPS-(28-149);C5a2 receptor;f;;Human;17258808;Antagonist
Ca2+;CaCC;t;;Human;;None
9-anthroic acid;CaCC;f;;Human;;None
DCDPC;CaCC;f;;Human;;None
DIDS;CaCC;f;;Human;;None
flufenamic acid;CaCC;f;;Human;;None
fluoxetine;CaCC;f;;Human;;None
Ins(3,4,5,6)P4;CaCC;t;;Human;;None
mibefradil;CaCC;f;;Human;;None
niflumic acid;CaCC;f;;Human;;None
NPPB;CaCC;f;;Human;;None
SITS;CaCC;f;;Human;;None
tannic acid;CaCC;f;;Human;;None
Ani9;CaCC;f;;Human;27219012;Inhibition
