interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,approved_drug,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
3290,"B-Raf proto-oncogene, serine/threonine kinase",,BRAF,P15056,ENSG00000157764,,,,,,,Human,regorafenib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,22222036
3291,"B-Raf proto-oncogene, serine/threonine kinase",,BRAF,P15056,ENSG00000157764,,,,,,,Human,SB590885,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,In a cell-free assay,,,17145850
3292,"B-Raf proto-oncogene, serine/threonine kinase",,BRAF,P15056,ENSG00000157764,,,,,,,Human,sorafenib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,15466206
3293,"B-Raf proto-oncogene, serine/threonine kinase",,BRAF,P15056,ENSG00000157764,,,,,,,Human,SZM594,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Determined in a Latha screen assay.,,,30825190
3294,"B-Raf proto-oncogene, serine/threonine kinase",,BRAF,P15056,ENSG00000157764,,,,,,,Human,TAK-580,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,28082416
3295,"B-Raf proto-oncogene, serine/threonine kinase",,BRAF,P15056,ENSG00000157764,,,,,,,Human,TAK-632,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Dissociation constant determined using Surface Plasmon Resonance.,,,23906342
3296,"B-Raf proto-oncogene, serine/threonine kinase",,BRAF,P15056,ENSG00000157764,,,,,,,Human,TAK-632,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Biochemical enzyme inhibition assay.,,,23906342
3297,"B-Raf proto-oncogene, serine/threonine kinase",,BRAF,P15056,ENSG00000157764,,,,,,,Human,vemurafenib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,22808911
3298,Branched chain amino acid transaminase 2,,BCAT2,O15382,ENSG00000105552,,,,,,,Human,compound 27 [PMID: 26938474],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,26938474
3299,Branched chain amino acid transaminase 2,,BCAT2,O15382,ENSG00000105552,,,,,,,Human,compound 42 [PMID: 26938474],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,26938474
3300,bromodomain adjacent to zinc finger domain 2A,,BAZ2A,Q9UIF9,ENSG00000076108,,,,,,,Human,BAZ2-ICR,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pKd,,,,Kd,,,,=,Isothermal titration calorimetry (ITC) assay,,,25719566
3301,bromodomain adjacent to zinc finger domain 2A,,BAZ2A,Q9UIF9,ENSG00000076108,,,,,,,Human,GSK2801,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pKd,,,,Kd,,,,=,Isothermal titration calorimetry (ITC) assay,,,
3302,bromodomain adjacent to zinc finger domain 2B,,BAZ2B,Q9UIF8,ENSG00000123636,,,,,,,Human,GSK2801,,,,,f,Inhibitor,Binding,,Selective,f,t,,pKd,,,,Kd,,,,=,Isothermal titration calorimetry (ITC) assay,,,
3303,bromodomain adjacent to zinc finger domain 2B,,BAZ2B,Q9UIF8,ENSG00000123636,,,,,,,Human,BAZ2-ICR,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Isothermal titration calorimetry (ITC) assay,,,25719566
3304,bromodomain adjacent to zinc finger domain 2B,,BAZ2B,Q9UIF8,ENSG00000123636,,,,,,,Human,compound 1 [PMID: 25719566],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,25719566
3305,bromodomain adjacent to zinc finger domain 2B,,BAZ2B,Q9UIF8,ENSG00000123636,,,,,,,Human,compound 7 [PMID: 25719566],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,25719566
3306,bromodomain and PHD finger containing 1,,BRPF1,P55201,ENSG00000156983,,,,,,,Human,compound 1 [PMID: 25408830],,,,,f,None,Binding,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,25408830
3307,bromodomain and PHD finger containing 1,,BRPF1,P55201,ENSG00000156983,,,,,,,Human,compound 2 [PMID: 25408830],,,,,f,None,Binding,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,25408830
3308,bromodomain and PHD finger containing 1,,BRPF1,P55201,ENSG00000156983,,,,,,,Human,compound 34 [PMID: 25974391],,,,,f,None,Binding,,Selective,f,t,,pKd,,,,Kd,,,,=,,,,25974391
3309,bromodomain and PHD finger containing 1,,BRPF1,P55201,ENSG00000156983,,,,,,,Human,compound 3 [PMID: 25408830],,,,,f,None,Binding,,Not Determined,f,t,,pIC50,,,,IC50,,,,>,,,,25408830
3310,bromodomain and PHD finger containing 1,,BRPF1,P55201,ENSG00000156983,,,,,,,Human,NI-57,,,,,f,None,Binding,,Selective,f,t,,pKd,,,,Kd,,,,=,"Isothermal titration calorimetry (ITC) assay, measuring binding to BRPF1B isoform.",,,
3311,bromodomain and PHD finger containing 1,,BRPF1,P55201,ENSG00000156983,,,,,,,Human,OF-1,,,,,f,None,Binding,,Not Determined,f,f,,pKd,,,,Kd,,,,=,"By isothermal titration calorimetry, using the BRPF1B isoform.",,,
3312,bromodomain and PHD finger containing 1,,BRPF1,P55201,ENSG00000156983,,,,,,,Human,PFI-4,,,,,f,None,Binding,,Selective,f,t,,pKd,,,,Kd,,,,=,Isothermal titration calorimetry (ITC) assay measuring binding to the BRPF1B isoform.,,,
3313,bromodomain and PHD finger containing 3,,BRPF3,Q9ULD4,ENSG00000096070,,,,,,,Human,NI-57,,,,,f,None,Binding,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
3314,bromodomain and PHD finger containing 3,,BRPF3,Q9ULD4,ENSG00000096070,,,,,,,Human,OF-1,,,,,f,None,Binding,,Not Determined,f,f,,pKd,,,,Kd,,,,=,By isothermal titration calorimetry.,,,
3315,bromodomain containing 1,,BRD1,O95696,ENSG00000100425,,,,,,,Human,NI-57,,,,,f,Inhibitor,Binding,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
3316,bromodomain containing 1,,BRD1,O95696,ENSG00000100425,,,,,,,Human,BAY-299,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,In a BROMOscan® assay.,,,
3317,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,RVX 208,,,,,f,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Measured using a TR-FRET assay to evaluate binding to BD2 of BRD2.,,,24391744
3318,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,ARV-771,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Binding affinity for bromodomain 2 of hBRD2.,,,27274052
3319,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,BIC1,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Binding to recombinant BRD2-BD1 protein.,,,21513886
3320,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,compound 36 [PMID: 24000170],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24000170
3321,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,compound 38 [PMID: 24000170],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24000170
3322,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,compound 4d [PMID: 21851057],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of binding to recombinant BRD2-BD1.,,,21851057
3323,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,ET bromodomain inhibitor,,,,,f,Inhibitor,Inhibition,"The higher affinity interaction is with the BRD2-BD1 domain, the lower affinity with the BRD2-BD2 domain",Not Determined,f,t,,pKd,,,,Kd,,,,=,,,,25323695
3324,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,GW841819X,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Displacement of a tetra-acetylated histone H4 peptide from the tandem BET bromodomains of BRD2.,,,21568322
3325,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,I-BET151,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21964340
3326,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,LY 294002,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,24533473
3327,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,ME bromodomain inhibitor,,,,,f,Inhibitor,Inhibition,"The higher affinity interaction is with the BRD2-BD2 domain, the lower affinity with the BRD2-BD1 domain",Not Determined,f,t,,pKd,,,,Kd,,,,=,,,,25323695
3328,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,molibresib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Displacement of a tetra-acetylated histone H4 peptide from the tandem BET bromodomains of BRD2.,,,21568322
3329,bromodomain containing 2,,BRD2,P25440,ENSG00000204256,,,,,,,Human,XD14,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Assay using recombinant BRD2-BD1.,,,24272870
3330,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,RVX 208,,,,,f,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Measured using a TR-FRET assay to evaluate binding to BD2 of BRD3.,,,24391744
3331,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,ARV-771,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Binding affinity for bromodomain 2 of hBRD3.,,,27274052
3332,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,compound 36 [PMID: 24000170],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24000170
3333,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,compound 38 [PMID: 24000170],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24000170
3334,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,GW841819X,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Displacement of a tetra-acetylated histone H4 peptide from the tandem BET bromodomains of BRD3.,,,21568322
3335,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,I-BET151,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21964340
3336,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,LY 294002,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,24533473
3337,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,molibresib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Displacement of a tetra-acetylated histone H4 peptide from the tandem BET bromodomains of BRD3.,,,21568322
3338,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,MS363,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,Affinity at bromodomain 1 of BRD3.,,,24144283
3339,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,RVX 208,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,AlphaScreen data for bromodomain 1 of BRD3.,,,24248379
3340,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,RVX 208,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,AlphaScreen data assessing the bromodomain 2 domain of BRD3.,,,24248379
3341,bromodomain containing 3,,BRD3,Q15059,ENSG00000169925,,,,,,,Human,XD14,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Assay using recombinant BRD3-BD1.,,,24272870
3342,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,RVX 208,,,,,f,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Measured using a TR-FRET assay to evaluate binding to BD2 of BRD4.,,,24391744
3343,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,MZ1,,,,,f,Inhibitor,Binding,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Binding affiniy for recombinant human Brd4 BD2 in vitro.,,,28595007
3344,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,ARV-771,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Binding affinity for bromodomain 2 of hBRD4.,,,27274052
3345,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,BI-2536,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Assayed using recombinant BRD4-BD1.,,,24584101
3346,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,BzT-7,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Measuring the dissociation constant for the compound's interaction with BD1 of BRD4.,,,22137933
3347,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,colchicine,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,24272870
3348,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 11h [PMID: 29808961],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of BRD4(1).,,,29808961
3349,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,"compound 15 [Hay et al., 2013]",,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,
3350,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 1 [PMID: 25408830],,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,25408830
3351,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 2 [PMID: 25408830],,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,25408830
3352,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 36 [PMID: 24000170],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24000170
3353,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 38 [PMID: 24000170],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24000170
3354,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 3 [PMID: 25408830],,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,25408830
3355,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 4d [PMID: 21851057],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of binding to recombinant BRD4-BD1.,,,21851057
3356,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 6 [PMID: 30125504],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Biochemical inhibition of BRD4-BD1.,,,30125504
3357,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 7d [PMID: 25703523],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,25703523
3358,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,compound 9 [PMID: 23517011],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Measured using a bead-based fluorescent proximity assay assessing BRD4-BD1 interaction with acetylated histone.,,,23517011
3359,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,CPI-0610,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,IC50 vs. BRD4-BD1,,,26815195
3360,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,CPI-203,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Measured using a bead-based fluorescent proximity assay.,,,22509028
3361,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,dBET6,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of BRD4 (BD1) kinase activity.,,,28673542
3362,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,dual BRD4/PLK1 inhibitor 23,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Biochemical inhibition of BRD4-BD1.,,,30125504
3363,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,fedratinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,24584101
3364,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,GW841819X,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Displacement of a tetra-acetylated histone H4 peptide from the tandem BET bromodomains of BRD4.,,,21568322
3365,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,I-BET151,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21964340
3366,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,isoxazole azepine compound 3,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Assayed using recombinant BRD4-BD1.,,,24900758
3367,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,(+)-JQ1,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Displacement binding constant to recombinant BRD4-BD1 protein.,,,20871596
3368,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,LY 294002,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,24533473
3369,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,mivebresib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,Inhibition of binding to the BD1 (8.46) or BD2 (8.85) bromodomains of human BRD4 using a TR-FRET assay.,,,
3370,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,molibresib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pEC50,,,,EC50,,,,=,Measured in a ApoA1 reporter gene assay.,,,21568322
3371,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,molibresib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Displacement of a tetra-acetylated histone H4 peptide from the tandem BET bromodomains of BRD4.,,,21568322
3372,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,MS417,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of MS417 binding to recombinant BRD4-BD1 using FITC-labeled MS417 as the assay probe.,,,22645123
3373,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,MS436,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,Range of inhibition of binding across both Brd1 and Brd2 bromodomains of BRD4.,,,24144283
3374,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,NHWD-870,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of BRD4 (BD1 + BD2) by NHWD-870 in a biochemical assay.,,,32286255
3375,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,N-methyl-2-pyrrolidone,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24813887
3376,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,PFI-1,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Assayed using recombinant  BRD4-BD1.,,,23095041
3377,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,XD1,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,24272870
3378,bromodomain containing 4,,BRD4,O60885,ENSG00000141867,,,,,,,Human,XD14,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Assay using recombinant BRD4-BD1.,,,24272870
3379,bromodomain containing 7,,BRD7,Q9NPI1,ENSG00000166164,,,,,,,Human,BI-9564,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
3380,bromodomain containing 7,,BRD7,Q9NPI1,ENSG00000166164,,,,,,,Human,LP99,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,~,Based on binding of BRD7 being 10-fold lower than for BRD9,,,25864491
3381,bromodomain containing 7,,BRD7,Q9NPI1,ENSG00000166164,,,,,,,Human,TP-472,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,By isothermal titration calorimetry (ITC).,,,
3382,bromodomain containing 9,,BRD9,Q9H8M2,ENSG00000028310,,,,,,,Human,I-BRD9,,,,,f,Inhibitor,Binding,,Selective,f,t,,pIC50,,,,IC50,,,,=,"Binding affinity for endogenous BRD9 from HuT-78 cell lysates, measured in a chemoproteomic competition binding assay followed by Western blot analysis.",,,25856009
3383,bromodomain containing 9,,BRD9,Q9H8M2,ENSG00000028310,,,,,,,Human,BI-7273,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,26914985
3384,bromodomain containing 9,,BRD9,Q9H8M2,ENSG00000028310,,,,,,,Human,BI-9564,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,
3385,bromodomain containing 9,,BRD9,Q9H8M2,ENSG00000028310,,,,,,,Human,compound 50 [PMID: 24313754],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24313754
3386,bromodomain containing 9,,BRD9,Q9H8M2,ENSG00000028310,,,,,,,Human,LP99,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pKd,,,,Kd,,,,=,Isothermal titration calorimetry (ITC) assay,,,25864491
3387,bromodomain containing 9,,BRD9,Q9H8M2,ENSG00000028310,,,,,,,Human,TP-472,,,,,f,Inhibitor,Inhibition,,Selective,f,f,,pIC50,,,,IC50,,,,=,By isothermal titration calorimetry.,,,
3388,bromodomain containing 9,,BRD9,Q9H8M2,ENSG00000028310,,,,,,,Human,dBRD9,,,,,f,None,Binding,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,AlphaScreen competitive ligand binding assay using recombinant BRD9.,,,28418626
3389,bromodomain containing 9,,BRD9,Q9H8M2,ENSG00000028310,,,,,,,Human,dBRD9-A,,,,,f,None,Binding,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,In vitro binding affinity determined by an AlphaScreen displacement ligand binding assay.,,,30431433
3390,bromodomain PHD finger transcription factor,,BPTF,Q12830,ENSG00000171634,,,,,,,Human,MS363,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,24144283
3391,bromodomain testis associated,,Brdt,Q91Y44,ENSMUSG00000029279,,,,,,,Mouse,(+)-JQ1,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of H4Kac4 binding to mBRDT-BD1,,,22901802
3392,bromodomain testis associated,,BRDT,Q58F21,ENSG00000137948,,,,,,,Human,(+)-JQ1,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of H4Kac4 binding to hBRDT-BD1,,,22901802
3393,bromodomain testis associated,,BRDT,Q58F21,ENSG00000137948,,,,,,,Human,XD14,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Assay using recombinant BRDT-BD1.,,,24272870
3394,BR serine/threonine kinase 1,,BRSK1,Q8TDC3,ENSG00000160469,,,,,,,Human,CCT244747,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,-,,,,-,,,,=,Measured as % inhibition using 1μM compound.,,,23082860
3395,BR serine/threonine kinase 2,,BRSK2,Q8IWQ3,ENSG00000174672,,,,,,,Human,CCT244747,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,-,,,,-,,,,=,Measured as % inhibition using 1μM compound.,,,23082860
3396,BR serine/threonine kinase 2,,BRSK2,Q8IWQ3,ENSG00000174672,,,,,,,Human,SU6656,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,17850214
3397,Bruton tyrosine kinase,,BTK,Q06187,ENSG00000010671,,,,,,,Human,abivertinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,In a biochemical assay.,,,27573423
3398,Bruton tyrosine kinase,,BTK,Q06187,ENSG00000010671,,,,,,,Human,acalabrutinib,,,,,t,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,26641137
3399,Bruton tyrosine kinase,,BTK,Q06187,ENSG00000010671,,,,,,,Human,acalabrutinib,,,,,t,Inhibitor,Inhibition,,Selective,f,t,,pEC50,,,,EC50,,,,<,,,,
3400,Bruton tyrosine kinase,,BTK,Q06187,ENSG00000010671,,,,,,,Human,BIIB068,,,,,f,Inhibitor,Inhibition,,Selective,f,f,,pKd,,,,Kd,,,,=,,,,32696648
3401,Bruton tyrosine kinase,,BTK,Q06187,ENSG00000010671,,,,,,,Human,BIIB068,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Biochemical assay measuring enzyme activity inhibition.,,,32696648
